ID,Symbol,baseMean,log2FoldChange,padj,type
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Fxr1,9875.276,0.134,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Tbc1d9b,13638.048,-0.144,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Cxx1b,2329.075,0.289,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Dync1li2,12815.998,0.123,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Trpm4,1481.979,-0.265,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Fem1b,3676.622,-0.242,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfp217,4299.223,-0.202,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ncam1,6074.831,-0.264,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,2310061C15Rik,563.042,-0.406,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Rara,5808.099,-0.256,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Cpsf4,686.124,0.373,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Itgb8,2505.053,-0.292,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,1600029O15Rik,8730.294,0.204,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Eme2,779.67,0.34,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Tmem55b,4213.121,0.167,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Taok3,2482.575,-0.249,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Insig2,8345.72,0.191,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,H2afx,894.525,-0.412,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Llgl1,5018.229,-0.227,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Olfml1,1390.754,0.334,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Nrxn2,1775.423,-0.373,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Hcfc1,12931.802,0.194,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,1700019E19Rik,2286.87,-0.237,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Bmp5,808.707,0.435,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Gnai1,650.922,-0.457,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Htr2a,528.319,0.416,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfand6,5070.758,-0.242,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Pdgfrb,12607.335,-0.205,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Cd24a,7352.099,0.188,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mknk2,8454.723,-0.194,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfp612,337.648,-0.562,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Idh3g,6424.952,0.189,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Cebpa,14529.284,0.238,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Fip1l1,6232.035,-0.221,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Pcdhgb4,662.39,-0.365,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ppp4r2,7497.534,0.159,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Epb4.1l4b,1518.837,-0.283,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,D6Wsu163e,1237.083,-0.289,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ddrgk1,3765.452,0.168,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,H2-K1,88232.979,0.213,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Gxylt2,389.61,-0.571,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Nmnat3,1096.21,-0.284,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Map3k3,5011.897,0.216,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Nfkbil1,1036.063,0.359,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ppp1r10,2272.703,-0.263,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Hvcn1,797.15,0.343,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Haus5,557.014,0.446,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Xrcc6,1873.133,-0.249,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ube2z,11370.329,0.122,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,2810433D01Rik,531.323,-0.492,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Chd1l,760.497,0.339,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Dab2,20293.758,-0.157,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Gng11,1178.742,0.316,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Casp1,329.459,-0.508,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Smoc1,38184.134,0.158,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Nedd4l,4441.352,-0.174,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Parp4,4467.761,-0.235,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Aspg,1299.271,-0.383,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Med4,1832.664,0.262,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Tmem63a,5413.456,0.169,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,D8Ertd82e,559.179,-0.421,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Pcdhga5,1274.316,-0.303,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Apoa1bp,6032.787,0.167,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Rad17,1662.103,0.248,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Syde2,362.289,0.433,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ralb,3294.154,-0.195,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Itpk1,1652.895,-0.279,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfp334,1434.821,0.214,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Cox7c,4711.614,0.206,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Bcas3,2969.236,0.249,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Thtpa,2227.043,0.299,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfp428,346.125,0.578,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ywhaz,23785.457,-0.153,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Lrp5,19077.793,-0.168,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Abi1,7599.883,0.176,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,2410075B13Rik,255.402,-0.492,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Rraga,7073.172,0.156,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Gm16517,1679.25,0.247,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mmachc,1089.696,-0.281,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,S100a16,4297.552,0.194,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,1810063B07Rik,828.86,-0.305,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Tmx2,5203.252,-0.159,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mier1,3749.61,-0.213,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Tprgl,7819.49,0.143,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mlxipl,244.78,-0.52,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Gm9776,587.386,0.346,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Rab7,11017.652,0.171,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Tgfbr1,3382.535,0.259,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfp385a,3124.153,0.252,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Clstn1,17520.975,0.152,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Drp2,438.923,-0.452,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Prkd2,2760.464,-0.273,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mapkap1,5389.986,0.172,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Trappc6b,4068.235,0.189,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Il13ra1,15176.067,0.153,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Akap2,16100.515,-0.136,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Dkk2,443.179,-0.542,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Atf7ip2,397.442,-0.498,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Man2a1,21988.947,0.179,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Cramp1l,2413.858,-0.233,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Sugp2,1787.001,0.197,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mier2,1778.155,-0.265,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,D15Ertd621e,10961.454,0.136,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Pde7a,1872.379,-0.29,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Gmpr,1028.58,0.348,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Elmod3,1818.338,0.221,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Lrfn1,364.842,-0.501,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Klhl23,833.243,0.336,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Wbp1,3747.171,0.264,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Hmgcr,2234.168,0.228,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Aven,281.127,-0.534,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfpm2,1324.358,-0.295,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Bicc1,21119.945,0.186,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zcchc2,1852.604,-0.245,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Rcl1,1378.992,0.236,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Trpc2,372.508,-0.493,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Sh3bgrl,20007.485,-0.532,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfp598,3310.658,0.228,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Lrrc8e,777.3,0.384,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Fam178a,3111.602,-0.236,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Pcnt,2238.715,-0.287,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfp738,667.417,-0.331,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,BC048403,764.913,0.39,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Dkc1,1553.693,-0.339,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Scaper,2030.587,-0.247,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Deptor,1948.001,0.301,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Phc3,6937.352,-0.299,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Rnmtl1,374.815,0.47,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,B4galt7,1180.587,0.24,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Nrd1,12455.932,0.12,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Casp12,6289.507,-0.195,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Slfn9,837.992,-0.452,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Agl,5270.937,-0.192,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Tdrd7,6485.51,-0.152,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Nxf1,4850.16,0.199,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Clcn3,1741.97,-0.244,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Imp3,3190.389,0.222,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mfhas1,2315.347,-0.242,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Sel1l,22948.276,0.12,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Nr1d2,5240.193,0.232,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Glt28d2,317.534,0.488,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Asb6,2412.24,0.23,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Rgl3,439.721,-0.434,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Cpeb1,2428.723,-0.235,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Aqp7,316.31,-0.459,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Fbxw17,2423.439,0.256,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Osbpl2,4207.559,0.171,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ttc7b,2100.35,0.21,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Tm2d1,2088.315,0.299,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Pinx1,690.844,0.367,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mcc,3048.22,-0.265,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Agps,4557.069,-0.219,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfp41,844.495,0.35,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Trappc2,1057.17,-0.348,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Cuedc1,3892.314,0.176,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ubxn8,1149.137,0.341,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Eml3,4076.718,0.177,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Fhdc1,2446.693,0.366,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mad1l1,1396.361,0.328,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Slc7a1,2277.542,0.262,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Taf1,5190.644,-0.181,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Tpra1,2544.144,-0.282,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Map4k2,986.206,-0.283,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Eps8,4103.434,0.192,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Cand1,13229.292,-0.114,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Dnajc21,1407.76,-0.271,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfp40,652.233,-0.402,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Tpx2,1565.669,0.325,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfp324,1160.402,0.304,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Alg2,6064.771,-0.136,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ppm1m,5172.604,0.216,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Exosc1,1477.9,0.284,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Spc25,450.048,-0.44,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Fam165b,1439.11,-0.268,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfp192,3111.141,-0.245,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Steap1,565.393,0.454,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Parvb,2304.964,-0.24,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Pla2g6,1565.236,-0.261,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Gmppb,1467.837,-0.25,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Lonp2,10958.006,-0.149,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ints6,1826.179,-0.235,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Fyco1,17611.594,-0.151,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mesdc1,2691.962,0.249,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Armc10,2380.231,0.177,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Sbno2,18560.294,-0.143,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Coq5,1926.065,-0.223,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Camsap2,7191.6,0.205,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,2210021J22Rik,794.702,-0.316,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Rras2,4773.928,0.171,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Pelo,1939.403,0.232,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Oxnad1,822.188,-0.353,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Svep1,66142.072,-0.389,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ppp6r1,8355.879,0.174,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,AA960436,1385.023,-0.26,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,D16H22S680E,1409.939,-0.245,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Nynrin,6264.966,-0.224,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Qsox2,1278.788,-0.275,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Apobec3,844.965,-0.34,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Eif2ak2,9270.111,-0.233,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Arl2,4972.48,0.182,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Lpin3,1841.311,-0.265,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Pir,1180.733,0.327,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Pxmp2,561.862,-0.374,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Spag9,16910.351,0.169,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Trappc5,2728.405,0.21,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,B3galt2,3921.031,0.282,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Anks1,2692.077,-0.211,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ctxn1,1178.312,0.445,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mark1,4382.247,0.205,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,0610007P08Rik,3262.407,-0.176,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Grasp,1101.017,0.313,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ces2e,1380.994,-0.344,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ado,1815.157,-0.229,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Wdfy1,1539.19,0.342,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Cux1,3097.912,0.217,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,S1pr1,6706.429,0.206,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Chd1,4174.235,0.175,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Dtna,1186.67,-0.297,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ephb4,7751.319,0.136,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Lrrc14,1908.207,0.249,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfp281,5339.021,-0.209,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Acvr2a,1100.296,0.318,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ccbl2,707.181,-0.361,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Plau,1850.843,-0.372,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Svil,7903.406,-0.19,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,5730494N06Rik,2751.262,-0.281,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfhx4,4868.735,-0.475,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Nfia,2393.55,-0.266,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Fam86,1209.456,-0.309,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Uimc1,2485.635,-0.196,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mettl21a,2584.167,-0.17,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Surf6,1543.551,0.228,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Hadhb,10848.767,0.144,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,2010011I20Rik,2102.869,0.219,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Plekho1,414.073,0.46,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Arhgap28,716.894,-0.348,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Fndc4,323.18,-0.474,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Slc43a3,9710.139,0.165,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ankrd27,3800.614,-0.168,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,2310009B15Rik,865.789,0.345,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Dfna5,1015.187,-0.315,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Pcolce,62432.579,-0.14,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,2010107E04Rik,3556.769,0.208,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Pcmtd1,7289.879,-0.206,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Dhrs4,2025.828,0.223,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Hnrnpa3,7239.108,-0.161,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Timeless,424.682,-0.479,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,St3gal4,5063.752,-0.159,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Sbf1,8502.332,0.151,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Pus7,2592.501,0.202,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,5133401N09Rik,849.262,-0.307,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ppia,55811.378,0.145,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Prl2c3,359.05,0.548,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Elp4,1220.7,0.254,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Rnf139,3586.848,0.247,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Fkbp5,1881.599,-0.252,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Pcmt1,4412,0.223,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Eif4ebp2,3333.656,-0.197,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Pla2g7,205.887,0.567,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Sip1,554.92,0.394,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ppil4,2966.347,0.188,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Rnf14,11713.843,0.126,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Prkca,8845.07,-0.123,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,2810013P06Rik,1394.03,0.335,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Slc22a21,374.083,0.451,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Dbt,2618.178,-0.206,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Wdr70,1331.207,0.29,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Sgcd,4455.295,-0.285,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Fosl1,3846.127,-0.279,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfpm1,728.512,0.368,0,RNA
